,Company Name,Company Description,Company Address,Company Website,Company tel Number,Company Emails,Company linkedIn,Comapany Address
160,Marine Technical Limits,"Come and visit us to find out about our latest developments in FPSO integrity management, including our fully digital hull structural integrity management system, PYXIS.",Stand: 1Q49,http://www.technical-limits.com/,+44 (0)1467 424 000,mailto:info@technical-limits.com,https://www.linkedin.com/company/marine-technical-limits-ltd/,Tofthills Avenue Midmill Business Park
161,Marks & Clerk,Marks & Clerk helps organisations in traditional and renewable energy - right across the supply chain - use their intellectual property to achieve their commercial ambitions.,Stand: 1P24,http://www.marks-clerk.com/,+441224957100,mailto:aberdeen@marks-clerk.com,https://www.linkedin.com/company/marks-&-clerk/,120 Bothwell Street
162,Master Flo Valve Co (UK) Ltd.,"The Choke Valve is a critical piece of the Oil and Gas production system it is the one valve that control production levels, come visit our stand and the engineering that goes into this equipment.",Stand: 1N39,http://www.masterflo.com/,+44 (0) 1224 878999,mailto:info@masterflo.com,https://www.linkedin.com/company/master-flo-valve-inc-/,Blackness Road
163,Maximator UK,"Maximator specialise in the design and manufacture of a complete range of High pressure Liquid Pumps, Gas Boosters, High Pressure Hydrostatic and Gas Test Systems as well as associated High pressure Valves, Fittings & Tubing.",Stand: 2L15,http://www.maximator.co.uk/,441606 636000,mailto:sales@maximator.co.uk,https://www.linkedin.com/company/maximator-uk/,Unit 9
164,Maxon,"Meet Andrew Gibson, maxon's Subsea and Oil & Gas Sales Engineer, to discuss your application.",Stand: 1Q24,http://www.maxongroup.co.uk/,441189733337,mailto:karen.whittaker@maxongroup.com,https://www.linkedin.com/company/maxon-motor-uk-ltd/,Maxon House
165,McNair Engineering Limited,"Hydraulic and mechanical engineers, ISO9001 accredited and FPAL registered, manufacturing, overhauling and repairing rigskidding and other offshore and onshore equipment. Diverse capabilities including turning, grinding, welding and fabrication.",Stand: 3F06,No Data,441418830496,mailto:sales@mcnair-engineering.co.uk,https://www.linkedin.com/company/mcnair-engineering-glasgow/about/,11-12 Lovat Place
166,MCT Brattberg AB,Come and meet our professional team.,Stand: 2E60,http://www.mctbrattberg.se/,+46455375200,mailto:info@mctbrattberg.se,No Data,.
167,Micro Spring & Presswork,"MSP is a specialist manufacturer of a wide range of springs and stampings in a vast range of exotic materials such as stainless steel, MP35N, beryllium copper, inconel, titanium for the Oil & Gas, Nuclear, Aerospace, Defence & Marine markets.",Stand: 3G01,https://www.springsandstamping.com/,44152769121,mailto:James.Calleia@microspring.co.uk,https://www.linkedin.com/company/the-micro-spring-&-presswork-company-ltd.,Brookside
168,Micron Eagle Hydraulics Ltd,No Data,Stand: 1L38,No Data,No data,No Data,No Data,Blackburn Industrial Estate
169,Mills CNC Ltd,"We are highly-regarded and respected in the machine tool market and across all the manufacturing sectors we serve (i.e. oil and gas, power generation, renewables, nuclear, aerospace and defence etc. Our reputation is built on the quality, reliability and value of the Doosan machine tools we sell and by the range of quality after-sales services we offer . Ask any of our customers why they invested in a machine tool from Mills and they will invariably mention our pre- and after-sales services as being decisive in their decision-making.",Stand: 2K64,https://www.millscnc.co.uk/,+44 1926 736736,mailto:sales@millscnc.co.uk,https://www.linkedin.com/company/mills-cnc,Tachbrook Ind Estate
170,Mokveld Valves BV,"It is Mokveld’s vision that the world’s energy, water and material demand can be met in a sustainable way, with a responsible and environmentally safe use of our planet’s resources. Mokveld contributes to this by developing and manufacturing state-of-the-art valves, based on innovative technology. The full scope of Mokveld valves is H2 ready. High integrity valve systems and associated services enabling enhanced production, improved safety, reduced GHG emissions and noise levels, power savings and minimised footprint, all this at high availability and lower operational and life-cycle cost.",Stand: 1R41,https://mokveld.com/,+44 1285 70 07 19,mailto:sales@mokveld.com,https://www.linkedin.com/company/mokveld-valves-bv,Postbus 227
171,Montrose Port Authority,"Small Port. Huge Opportunities. Trusted by the biggest names in the energy, transport and logistics industries, we pride ourselves on being the link in the chain you can always rely on. A leading support and service hub for the energy industry, we offer 1000 metres of quayside on both the north and south side of the port, berths up to a depth of 8.5m with significant covered and open storage available. With a central location, strong transport connections and responsive, flexible operations, Montrose Port is your gateway to the North Sea.",Stand: 1K40,https://montroseport.co.uk/,01674 672302,mailto:info@montroseport.co.uk,https://www.linkedin.com/company/montrose-port-authority,Harbour Office
172,Motive Offshore Group,"With over a decade in business, our Motive is always to exceed expectations. Specialising in the design, manufacture, rental and inspection of marine and lifting equipment, we offer a complete range of services: equipment rental and personnel, engineering and vessel services, and inspection and testing. With a team of over 200 employees across five global bases, we are active in 48 countries, working within the renewables, oil and gas, and decommissioning sectors. Our organisation, team and culture are grounded in 3 core values: People. Planet. Product.",Stand: 1L40,https://www.motive-offshore.com/,+44 (0)1261 843537,mailto:info@motive-offshore.com,https://www.linkedin.com/company/1265969,"Motive Base,"
173,MP Filtri UK Ltd,"An innovative market leader in contamination control and hydraulic filtration technology, MP Filtri designs and manufactures next-generation portable particle counters, in-line contamination monitors, and a diverse range of filters and accessories.",Stand: 1V50,http://www.mpfiltri.co.uk/,+44(0)1451 822522,mailto:ageldart@mpfiltri.co.uk,https://www.linkedin.com/company/mp-filtri-uk-ltd/,1 Manor Cottage
174,MRS Training & Rescue,"MRS was created in 1902 to provide a rescue service to the UK mining industry. Everyday since has been dedicated to keeping people safe. Today our skills, experience & knowledge are called on to ensure the safety of people who work in difficult & dangerous environments. We are a leading authority in confined space & at-height technical training and high risk rescue, trusted by many of the world's most recognised companies to upskill employees & maintain competencies . We also provide specialist emergency rescue services & mobilise immediately to get your people out of danger. 24/7- 365.",Stand: 2M20,https://www.mrsl.co.uk/,01383 510766,mailto:scotland@mrsl.co.uk,https://www.linkedin.com/company/mines-rescue-service,Main Street
175,MRT System,"Established in 1979 with first patent registered in 1978, MRT System AB has been business leader and driver of development in Mercury Recovery Technology over four decades. With more than 300 successful installations worldwide MRT System AB is present on all continents. Through a dedicated specialist network of representatives MRT System AB is Locally Global with a very high level of Service and Presence.",Stand: 1U50,https://mrtsystem.com/,+46455302870,mailto:info@mrtsystem.com,https://www.linkedin.com/company/mrt-system-ab/?viewAsMember=true,Lumavägen
176,MSCM Limited,"MSCM Limited design and manufacture hydraulic distribution products and systems used to control subsea production systems. With all design, machining, welding, assembly and testing performed in-house, our clients receive a one-stop-shop service with unmatched flexibility and lead times.",Stand: 3F91,https://mscmltd.co.uk/,01494513223,mailto:sales@mscmltd.co.uk,https://www.linkedin.com/company/mscm-limited,Coronation Road
177,National Oceanography Centre,"The National Oceanography Centre (NOC) is the UK’s leading institution for integrated coastal and deep ocean research. The NOC undertakes and facilitates world-class agenda-setting scientific research and technology development to understand the global ocean by solving challenging multidisciplinary, large scale, long-term marine science problems to underpin international and UK public policy, business and societal outcomes.",Stand: 1T51,https://www.noc.ac.uk/,02380596359,mailto:ian.folger@noc.ac.uk,https://www.linkedin.com/company/national-oceanography-centre/mycompany/,Room 346/17
178,NETZSCH Pumpen & Systeme GmbH,No Data,Stand: 1P22,No Data,No data,No Data,No Data,Gerestrieder Str 1
179,Nord-Lock Ltd,"Nord-Lock Group is a global leader in bolted solutions. Our innovative technologies combined with our industry-leading expertise secures millions of critical applications across the globe. The product portfolio includes Nord-Lock® wedge-locking washers, Superbolt™ mechanical tensioners, Boltight™ hydraulic tensioners and Expander® System pivot pins. Our solutions are developed and manufactured in-house.",Stand: 3H40,http://www.nord-lock.com/,441264355557,mailto:enquiries@nord-lock.com,https://www.linkedin.com/company/nordlockgroup,Kingsgate House
180,Norsap,The worlds leading manufacturer of marine seating,Stand: 3A30,https://norsap.no/,08448000130,mailto:info@norsapuk.com,No Data,Mylor Harbour
181,North Sea Transition Authority,"We regulate and influence the oil, gas and carbon storage industries. We help drive North Sea energy transition, realising the significant potential of the UK Continental Shelf as a critical energy and carbon abatement resource.",Stand: 2H20,https://www.nstauthority.co.uk/,443000685647,mailto:correspondence@nstauthority.co.uk,https://www.linkedin.com/company/north-sea-transition-authority/,4th Floor
182,Northern Valve & Fitting Company Limited,"FITOK are generally recognised as the leading (price competitive & service orientated) alternative to all established manufacturers of Fluid system Components. FITOK (founded in 1998) manufacture and distribute its range of products in 6 continents. With a product portfolio covering Instrumentation (6,000psi, TWIN FERRULE), Medium & High Pressure (20K & 60K, CONE & THREAD), Ultra High Purity (VCR, VCO), Rigid Tubing & Sample Systems they have established themselves as a global brand associated with quality & value! FITOK also have a full range of EC-79 & ECE-R110 certified products.",Stand: 3A10,https://www.nvfcl.com/,01942601209,mailto:sales@nvfcl.com,https://www.linkedin.com/company/northern-valve-&-fitting-company-limited/,Unit D13 Rivington Court
183,Nylacast Engineered Products Ltd,No Data,Stand: 2M10,No Data,No data,No Data,No Data,480 Thurmaston Boulevard
184,Ocean Winds UK Ltd,No Data,Stand: 3G91,No Data,No data,No Data,No Data,Atria One
185,Oceaneering International Services Ltd,"At Oceaneering, we do things differently, creatively, and smarter. Our objective is to engineer the low carbon future with our advanced technologies.",Stand: 2J40,No Data,441224758500,mailto:fduncan@oceaneering.com,https://www.linkedin.com/company/oceaneering/,"Levels 2 & 3, Building 3"
186,ODE Asset Management Limited,"ODE Group is an international engineering, project management and duty holdership service provider to the energy industry. With clients across the renewables, oil and gas, asset management, and energy transition industries, ODE Group has been supporting energy projects for over 50 years. ODE Group’s dedicated subsidiaries, ODE and ODE Asset Management, are experienced working alongside clients to meet their individual needs with high-quality and efficient solutions. The Group seeks out innovation, embracing growing markets and new technologies such as green hydrogen production.",Stand: 3H20,http://www.ode-ltd.co.uk/,441493845100,mailto:bd@ode-ltd.co.uk,https://www.linkedin.com/company/ode./,St Georges House
187,Offshore Stainless Supplies Ltd,No Data,Stand: 1R24,https://www.offshorestainless.co.uk/,+44 (0)1922 414003,mailto:marketing@offshorestainless.co.uk,No Data,Paget 12 Zone 3
188,OPITO,"OPITO is the global, not-for-profit, skills body for the energy industry. For over three decades the company has ensured safety is at the forefront of operations, with more than 375,000 people trained to OPITO Industry Standards every year, across 50 countries through 200 accredited training centres. The industry-owned organisation works with governments, national oil companies, operators and contractors, offering a range of services and products to meet international skills needs and support workforce development. For more information visit: www.opito.com",Stand: 3B40,https://opito.com/,No data,mailto:communications@opito.com,https://www.linkedin.com/company/opito/,Minerva House
189,OGV Energy,"OGV Energy is the leading engagement platform for the energy sector, focused on delivering industry news, events, digital media and recruitment solutions through multiple channels including print and digital platforms.","Stand: 2M60, 2M40",https://www.ogvenergy.co.uk/,447415140004,mailto:kenny.dooley@ogvenergy.co.uk,No Data,OGV House
190,Oil States Industries (UK) Ltd,"Please visit us to learn more about our technology for MPD, Casing Connectors, Expandables, HP Risers, Perforating and Completions, SCR Risers, Deepsea Minerals, Fixed & Floating Wind, and Decom/P&A.",No data,https://oilstates.com/,01224 290000,mailto:headqtrs@oilstates.com,https://www.linkedin.com/company/oil-states-industries,7701 S Cooper St
191,Oil States Industries,"Connecting the Energy Future™ - Oil States Industries, a subsidiary of Oil States International (NYSE: OIS), is a technology company advancing the future of energy today. We partner with you to bridge gaps in the industry with enabling technology and deliver the next generation of energy infrastructure. Our innovative equipment, systems, and services enable transformation in the industries we serve, providing game-changing new approaches from concept to delivery. We rise to the challenge to help meet growing global energy demand through both traditional and renewable sources.",Stand: 3G20,https://oilstates.com/,+44 1224 290 000,mailto:headqtrs@oilstates.com,https://www.linkedin.com/company/oil-states-industries,Site E6
192,OPRA Turbines BV,"OPRA Turbines develops, manufactures and services state of-the-art gas turbine systems, and is headquartered in Hengelo, The Netherlands. Our advanced turbine technology has turned the OP16 Gas Turbine into a masterpiece of technology allowing us to serve global markets with clean, distributed energy solutions. Setting the standard in terms of availability, reliability and low maintenance costs, OP16 Gas Turbines allow for very cost-effective ‘always-on’ generation of electricity and heat.",Stand: 1R38,https://www.opraturbines.com/,+31 (0)74 245 2121,mailto:info@opra.nl,https://www.linkedin.com/company/opra-turbines,Haaksbergerstraat 71
193,OPSEALOG,No Data,Stand: 1T30,No Data,No data,No Data,No Data,37 Rue Guibal
194,Orcina Ltd,"Orcina is one of the world's leading software houses serving the offshore dynamics market. To keep us at the forefront of our business we are staffed by highly qualified mechanical engineers, naval architects, mathematicians and software engineers.",Stand: 3H43,http://www.orcina.com/,441229584742,mailto:orcina@orcina.com,No Data,Daltongate
195,Orga B.V,No Data,Stand: 1R49,No Data,No data,No Data,No Data,Strickledeweg 13
196,Oxford Flow,No Data,Stand: 1K60,No Data,No data,No Data,No Data,Osney Mead
197,Paralloy Ltd T/A FVC,Our Process:- At the heart of our operation is the centrifugal casting foundry where liquid metal is cast into high speed refractory moulds or metal dies rotating horizontally or vertically. The metal solidifies under high pressure created by centrifuge G-force. This has the effect of separating low-density impurities (such as oxides & non metallic inclusions) from the parent metal. At the same time directional solidification from OD to ID ensures there is no porosity in the final product.,Stand: 1N45,https://www.paralloy.co.uk/,+44 (0)114 243 1041,mailto:fvcsales@firthvickers.co.uk,https://www.linkedin.com/company/paralloy-fvc/,Nuffield Road
198,PARAT Halvorsen AS,"PARAT Halvorsen is playing an important part in the electrification of the North Sea, and have received the first orders for the 2x12 MW Johan Sverdrup and 2x17 MW (EX) Edvard Grieg project. Both projects will be electrified from shore power and reduce emissions significantly. PARAT will deliver complete turnkey skids, designed, manufactured and assembled in Flekkefjord, Norway. We are a qualified supplier of Power to Heat with excellent solutions for EX-Certified outdoor installations on Platforms and FPSO vessels.",Stand: 3D05,https://www.parat.no/ieh,+47 99 48 55 00,mailto:sales@parat.no,https://www.linkedin.com/company/parat-halvorsen-as/,Tjoersvaagstrand 27
199,PD&MS Group,"PD&MS Group is an international EPCC services provider and low carbon engineering specialist operating across the broader energy and industrial sectors. PD&MS has extensive experience and capability across the entire asset life cycle from front end engineering through to design, construction, operations & maintenance and decommissioning. Through agile operations and a flexible and scalable delivery model, PD&MS delivers bespoke cost-effective solutions specifically designed to meet each client’s needs.",Stand: 2F42,https://www.pdms-group.com/,01224282900,mailto:info@pdms-group.com,https://www.linkedin.com/company/pd&ms/,Ardent West
200,Pegasus Hydraulics Ltd,Pegasus Hydraulics stock and supply stainless steel hydraulic fittings and tube for hydraulic and process systems. DNV and LR Type-Approved stainless hydraulic products overnight to the offshore and marine industry in line with ISO 9001.,Stand: 1P39,https://www.phydro.com/,448008008316,mailto:paul@phydro.com,No Data,"Unit 5 Arbour Place,"
201,Peli Products (UK) Ltd,"The Peli™ range of rugged, corrosion proof cases offers watertight protection, including the 0450 Tool case, designed for the tough, offshore environment. Peli Products UK specialise in protective packaging solutions, we offer an in-house bespoke foam design and manufacturing service. Custom foam is highly durable, ensuring the contents are well organised, secured in place and fully protected. A wide range of safety approved lighting products is available,each torch in the Peli™ range is certified to current requirements for Zone 0 or Zone 1, ideal for industrial and offshore use.",Stand: 3F40,https://www.peliproducts.co.uk/,01457869999,mailto:sales@peliproducts.co.uk,https://www.linkedin.com/company/peli-products-uk-ltd/mycompany/,Peli House
202,"Penn United Technologies, Inc.",A Leading manufacturer of high precision control and wear parts for subsea and surface drilling and completions. Our decades of industry knowledge and expertise will take your project from the design phase through production and any place in between.,Stand: 1N48,http://www.pennunited.com/,17243521507,mailto:sales@pennunited.com,https://www.linkedin.com/company/penn-united-technologies-inc-/,799 N Pike Rd
203,Peterson,"Peterson is a world-leading, innovative and highly trusted international energy logistics and supply chain solutions company, driven by a passion to lead the way in transforming how industry plans, manages and executes the movement of critical resources globally. Peterson work closely with customers, supported by a suite of industry leading digital applications, to identify and create opportunities to share resources and secure operational efficiencies resulting in significant cost savings. The company is part of a wider group operating in over 70 countries with 6,000 people globally.",Stand: 3F30,https://energylogistics.onepeterson.com/en,441224288100,No Data,No Data,"Nautilus House,"
204,Petrofac,"Meeting the world’s evolving energy needs. Visit Petrofac at stand 3J30 to see first-hand how our teams can work with you today, to meet tomorrow’s energy needs.",Stand: 3H30,http://www.petrofac.com/,441224247000,mailto:marketing@petrofac.com,https://www.linkedin.com/company/petrofac_3/,Bridge View
205,Petzl UK,"For over 40 yrs Petzl has designed & manufactured products for work at height. Petzl's mission is to create innovative tools and services that allow you to progress, position, and protect yourself in vertical environments.",Stand: 1M60,http://www.petzl.com/,441539626250,mailto:info@petzl.co.uk,https://www.linkedin.com/showcase/petzlprofessional/,Junction 38
206,PFI Sign Solutions,"PFI Sign Solutions provides a truly one-stop solution for all customer signage and print requirements. As part of the group, PFI Sign Plus and PFI Lofthus specialise in their own areas of signage resulting in complementary products and services throughout the group, while maintaining the high levels of expertise collectively gained from many years of experience. Our group capabilities extend to bespoke fabrication, large format print, design, installation, in-house finishing (including a paint-shop), warehousing and fulfilment.",Stand: 2M20,https://www.wearelofthus.com/,01224 662925,mailto:aberdeensales@lofthussigns.co.uk,No Data,"Hillend Industrial Park, Hillend Industrial Estate,"
207,Owens Corning FOAMGLAS® insulation,Want to learn more about high-performance insulation systems that can help prevent corrosion-related issues? Stop by our stand to discover our wide range of insulation systems.,Stand: 3A36,http://www.foamglas.com/,447789507094,mailto:kevin.bauld@foamglas.com,https://www.linkedin.com/company/pittsburgh-corning-corporation/about/,31-35 Kirby Street
208,Platform Media,No Data,Stand: 1H45,No Data,No data,No Data,No Data,"Gilbert Wakefield House,"
209,Ponticelli,"Ponticelli is one of the leading European service providers for companies in the energy, petrochemicals, chemical, life sciences and defence sectors. Ponticelli supports its clients by helping them to adapt their industrial tools to changes within their sector. Ponticelli designs, builds, modernises and maintains their production facilities to guarantee long-term safety and performance, thus committing itself to supporting changes in the world while genuinely respecting the environment and its employees.",Stand: 3D61,https://www.ponticelli.com/,+33164111164,mailto:blamoussiere@ponticelli.com,https://www.linkedin.com/company/groupe-ponticelli-fr%C3%A8res,1 Rue Lilienthal
210,Port of Blyth,"Port of Blyth is regarded as one of the key offshore energy bases not only in the UK but across Europe, with a strong reputation for creating successful partnerships and offering competitive port costs. Highly experienced in managing complex heavy lifts and providing support for world leading projects, the Port benefits from a strategic location on the UK's east coast and a mature supply chain on site.",Stand: 2A30,https://portofblyth.co.uk/,01670 357 000,mailto:commercial@portofblyth.co.uk,https://www.linkedin.com/company/port-of-blyth,South Harbour
211,Power Torque Engineering Ltd,No Data,Stand: 1X51,No Data,No data,No Data,No Data,27 Herald Way Binley
212,Praxair Surface Technologies,No Data,Stand: 1S36,No Data,No data,No Data,No Data,Drakes Way
213,Ram Tubulars Scotland Ltd,"Providers of tubular pipe products, supplying the oil, gas, renewables and construction sectors from our Aberdeen facility with a full lifecycle service using new, premium and recycled materials. In addition to being services providers for: - Asset Recovery & Decommissioning - Metal Recycling Services - Storage Services - Pipe Cleaning & Inspection",Stand: 2J69,http://www.ramtubulars.co.uk/,01224 790013,mailto:info@ramtubulars.co.uk,https://www.linkedin.com/company/ram-tubulars-scotland-ltd/,1 Discovery Drive
214,Rapid Heat Systems,"Main operations include Heat Treatment Services, Pipeline Induction Heating, Bolt Heating & Shrink Fitting Services, De-Magnetisation of Pipe and Plate, Coating Removal and Pre-Heating of Rotating Vessels.",Stand: 3H51,http://www.rapidheatsystems.com/,441244670810,mailto:sales@rapidheatsystems.com,No Data,Dragon Works
215,Raytec,The SPARTAN range offers; • Diverse range of Ex LED luminaires • Industry’s first dedicated Zone 2 LED Linear • Unique maintenance friendly design • 100% output in emergency operation • Free lighting design service,Stand: 1U30,https://www.raytecled.com/,+44(0)1670 520055,mailto:hazsales@raytecled.com,https://www.linkedin.com/company/raytec/,"Unit 15, Wansbeck Business Park"
216,Reed Exhibitions Test,No Data,Stand: SP1,No Data,No data,No Data,No Data,Gateway House
217,Remontowa S.A.,"REMONTOWA offers * offshore projects: conversions, modifications, upgrades, repairs, drydockings, maintenances of drilling rigs, jack-up units, semi-submersible rigs, accommodation units, FPSO, shuttle tankers, heavy lift vessels, seismic vessels, other ships and offshore units * shipbuilding, marine design, consulting & engineering",Stand: 3G50,No Data,No data,No Data,No Data,Ul. na Ostrowiu 1
218,Rhopoint Components Ltd,No Data,Stand: 1L39,https://www.rhopointcomponents.com/industries/rhopoint-energy/,No data,mailto:sales@rhopointcomponents.com,No Data,Rhopoint House
219,Rock Flow Dynamics,"Visit Rock Flow Dynamics at Offshore Europe 2022, and discover why tNavigator is the Future of Reservoir Modelling!",Stand: 1M42,https://rfdyn.com/,No data,mailto:rfdsales@rfdyn.com,https://www.linkedin.com/company/rock-flow-dynamics,11 Chapel Street
220,Rotor Clip Ltd,"Rotor Clip is a globally recognized manufacturer of high-quality circlips (retaining rings), spiral rings, wave springs and hose clamps. Companies across a broad range of industries rely on Rotor Clip products, value-added services and expertise to build reliable and safe equipment for virtually any application. We are registered to ISO 14001, ISO 9001, ISO 13485, IATF 16949, and ISO/AS9100D.",Stand: 3H47,http://www.rotorclip.com/,44114 247 3399,mailto:francine.ellison@rotorclip.com,https://www.linkedin.com/company/rotor-clip-co--inc-/,Unit 6
221,Roxtec Ltd,"Roxtec’s sealing solutions, certified by Lloyd’s Register, DNV-GL, Bureau Veritas and ABS, reduce the risks of water ingress, fire, blast, and other operational hazards for offshore oil and gas applications. Their service offering will ensure that your projects are fully compliant with international safety regulations pertaining to the use and maintenance of multi-cable transits. They offer services such as inspections, corrective action recommendations and supervision. Roxtec Ltd is registered on the Achilles Oil and Gas Europe (formerly FPAL) database for suppliers to the Industry.",Stand: 1V30,https://www.roxtec.com/en/,+44(0)1617 615280,mailto:info@uk.roxtec.com,https://www.linkedin.com/company/roxtec-uk-and-ireland,Unit C1
222,RS Blastech,"Our company is at the forefront of innovation and excellence within the industry. We only provide our clients with best-practice solutions, using leading-edge technology and equipment, to ensure maximum productivity and safety. Innovation, Optimization and Safeguarding are the three elements of the core scheme for achieving avantgarde blasting products. We focus on this scheme to build our blasting solutions and help your operations grow while maintaining safety.",Stand: 3B30,http://www.rsblastech.com/,01224 70 9000,mailto:sales@rsblastech.com,https://www.linkedin.com/company/rsblastech,Denmore Place
223,RTS TEST COMPANY - EU BASED 23,TEST,Stand: SP12,https://www.londonbookfair.co.uk/,02082712124,mailto:lbf.helpline@rxglobal.com,No Data,52 quai de Dion Bouton
224,RUD Chains Ltd,"The RUD Group, supply a wide range of chain solutions and lifting technologies. Operating for over 140 years and earning more than 500 international patents, you can be confident in the Group’s reputation. RUD supply over 700 Lifting & Lashing points for bolting and welding, covering an impressive working load capacity range of 0.6-250 tonnes. RUD Chains are robust and resilient, offering a safety factor of 4:1 and a high resistance to temperatures from -60°c to +300°c. RUD TECDOS drive systems offer the ultimate solutions for lifting, moving or telescoping across the offshore industry.",Stand: 1R31,http://www.rud.co.uk/,01227276611,mailto:katie.marshall@rud.co.uk,https://www.linkedin.com/company/rud-chains-ltd,"Units 10 - 14, John Wilson Business Park Thanet Way"
225,Rystad Energy,"Rystad Energy is an independent energy research and business intelligence company providing data, tools, analytics and consultancy services to the global energy industry. Our products and services cover energy fundamentals and the global and regional upstream, oilfield services and renewable energy industries, tailored to analysts, managers and executives alike. We are headquartered in Oslo, Norway with offices across the globe.",Stand: 2B20,https://www.rystadenergy.com/,+47 24 00 42 00,mailto:info@rystadenergy.com,https://www.linkedin.com/company/rystad-energy,Riverside House
226,Saab Seaeye Ltd,"Saab Seaeye is the world's leader in electric underwater robotic systems. Our elite technological environment inspires pioneering developments that lead the industry with innovative solutions trusted to perform complex tasks in some of the most hostile environments on the planet. Key to our success is the reliability and capability of our systems and the renowned support and service we offer our customers in helping find solutions to their special requirements - and afterwards being available for every moment of every day throughout the life of their vehicle, wherever it is in the world.",Stand: 1Q30,https://www.saabseaeye.com/,01489898000,mailto:solutions@saabseaeye.com,https://fm.linkedin.com/company/saab-seaeye-ltd.,Unit 20
227,Sabik Marine,"We have decades of expertise and global experience in developing AtoN solutions for the challenging marine and offshore environments. Our products are trusted by coast guards, marine authorities, navies and ports around the world. As highly committed innovators we contribute to the development of industry standards and technologies. Our latest innovation Rigwatcher is certified to meet the exacting requirements of one of the world’s most demanding industries.",Stand: 1N46,https://www.marine.sabik.com/,+358 19 560 1100,mailto:sales@sabik-marine.com,No Data,Suite 3A Keswick Hall
228,SAMS Enterprise,"SAMS Enterprise provides specialist marine consultancy and survey services, underpinned by cutting-edge science. We enable our clients to understand and mitigate the risks involved in industry interaction with the marine environment; to maximise productivity and sustainability. SAMS Enterprise is the wholly-owned trading subsidiary of the Scottish Association for Marine Science (SAMS). We provide a bespoke service, based on a synergistic approach to complex projects. We project manage intellectual expertise, laboratory work and survey schedules to ensure delivery to time and budget of clients.",Stand: 1X33,https://www.sams-enterprise.com/,01631559470,mailto:info@sams-enterprise.com,https://www.linkedin.com/company/samsenterprise,SAMS Research Services Ltd
229,SAMSON Controls Ltd,"The SAMSON Group of companies develop and manufacture the highest quality products to increase plant efficiency and reduce maintenance costs. As part of the SAMSON Group, SAMSON Controls Ltd are proud to provide customers in the UK with those products, technical support and service. The SAMSON Group manufacture and distribute quality engineered globe, rotary plug, ball, and butterfly control valves along with actuation and control equipment that utilise the latest in digital communication technology across many industries.",Stand: 1W30,https://uk.samsongroup.com/,01737 766391,mailto:sales-uk@samsongroup.com,https://www.linkedin.com/company/samson-controls-ltd/,"Unit 12, Perrywood Business Park"
230,Schlumberger Oilfield Technology Corporation,No Data,Stand: 3E20,No Data,No data,No Data,No Data,4646 W Sam Houston Pkwy N Ste 359
231,Score Group Limited,"Score Group is a specialist in precision manufacturing, valve supply, automation and management systems and provides complex engineering solutions to customers in multiple markets, including defence, nuclear, aerospace, utilities and energy.",Stand: 1L48,https://score-group.com/,+44 1779 480000,mailto:marketing@score-group.com,https://www.linkedin.com/company/score-group,Glenugie Engineering Works
232,Scottish Development International,"Scottish Development International (SDI) is the international arm of Scotland’s enterprise agencies. We offer a range of assistance to establish and grow businesses, including 1:1 support.","Stand: 2K40, 2K20, 2L60, 2L40, 2L20",https://www.sdi.co.uk/,441412282700,mailto:Phil.stirling@scotent.co.uk,https://www.linkedin.com/company/scottish-development-international/,Atlantic Quay
233,OXIFREE | STOPAQ | CANUSA,"Seal For Life is made up of thirteen distinct brands offering products from self-healing coatings to heat-shrink sleeves, anti-corrosion tapes to liquid coatings, cathodic protection to intumescent coatings, anti-corrosion thermoplastics to pipeline logistic solutions; all servicing multiple industries across the globe. We work in a variety of industries including infrastructure protection, renewable energy, water and desalination, energy and commodity pipelines, district heating/cooling, safety and integrity and offshore.",Stand: 3G03,https://www.sealforlife.com/,No data,mailto:info@sealforlife.com,https://www.linkedin.com/company/seal-for-life,Gasselterstraat 20
234,"Seed Technologies Corp., Ltd","Seed is specialized in the manufacture and high-precision machining of products made of cemented carbide, high temperature metal alloys, new energy materials, metal matrix composite materials, and nonferrous metal alloys.",Stand: 3H48,http://www.aseedercarbide.com/,868673128256466,No Data,No Data,NO. 1099 Xiāng Dà Road
235,SELLA CONTROLS LTD,"SELLA CONTROLS is an established independent Control & Safety Systems Integrator with over 45 years’ experience delivering solutions for a range of diverse industry sectors such as; Oil and Gas, Nuclear, Chemical, Energy, Pharmaceutical and Water. We are one of the largest owner-operated system integrators in the UK and our customers include many Aberdeen based operators and engineering contractors, as well as other onshore based customers throughout the UK and Europe including upper and lower tier COMAH sites.",Stand: 1W10,https://sellacontrols.com/,+44(0)1614 294500,mailto:sales@sellacontrols.com,https://www.linkedin.com/company/sella-controls,Carrington Field Street
236,Semco Maritime,Covering the lifecycle of your offshore assets! We look forward to talking about our role in the green transition and how we assist our global customers by handling projects of all sizes.,Stand: 3D50,https://www.semcomaritime.com/,+45 7916 6666,mailto:semco@semcomaritime.com,https://www.linkedin.com/company/32720/,Stenhuggervej 12/14
237,Sensy SA,"SENSY LOAD CELLS manufactures a broad range of load pins, load shackles, hook load sensors, pancake load cells and running line tensiometers. Available in subsea version, ATEX certified Ex ia and Ex d;CSA US, CSA CA and IECEX.",Stand: 1S22,http://www.sensy.com/,3271258200,mailto:cornil@sensy.com,No Data,Z.I De Jumet
238,Serimax,No Data,Stand: 1U20,No Data,No data,No Data,No Data,16 Airfield Road
